,ORI - Agency,Crime Against,MICR Offense,Victims,Offenses,Incidents,Arrests,Exceptional Clearance,Clearance Rate,2021 Crimes,2020 Crimes,Percent Change
12147, Grandville Police Department Total,Person, Sexual Contact Forcible CSC 4th,10,10,10,5,0,0.5,10,6,0.6666666666666666
12148, Grandville Police Department Total,Person, Nonaggravated Assault,156,135,130,37,0,0.2846153846153846,156,162,-0.037037037037037035
12149, Grandville Police Department Total,Person, Aggravated/Felonious Assault,27,21,21,9,0,0.42857142857142855,27,19,0.42105263157894735
12150, Grandville Police Department Total,Person, Intimidation/Stalking,48,44,43,3,0,0.06976744186046512,48,33,0.45454545454545453
12151, Grandville Police Department Total,Person,,261,225,219,54,0,0.2465753424657534,261,241,0.08298755186721991
12152, Grandville Police Department Total,Property, Robbery,5,7,7,1,0,0.14285714285714285,7,9,-0.2222222222222222
12153, Grandville Police Department Total,Property, Extortion,2,2,2,0,0,0.0,2,5,-0.6
12154, Grandville Police Department Total,Property, Burglary Forced Entry,8,16,16,0,0,0.0,16,40,-0.6
12155, Grandville Police Department Total,Property, Burglary Entry Without Force (Intent),0,0,0,0,0,0.0,0,1,-1
12156, Grandville Police Department Total,Property, Burglary Entry w/out Authorization w/or w/out Force,6,8,6,1,0,0.16666666666666666,8,2,3
12157, Grandville Police Department Total,Property, Larceny Pocketpicking,0,0,0,0,0,0.0,0,2,-1
12158, Grandville Police Department Total,Property, Larceny Pursesnatching,2,2,2,1,0,0.5,2,2,0
12159, Grandville Police Department Total,Property, Larceny Theft from Building,43,56,56,5,0,0.08928571428571429,56,42,0.3333333333333333
12160, Grandville Police Department Total,Property, Larceny Theft from Motor Vehicle,70,68,67,1,0,0.014925373134328358,68,54,0.25925925925925924
12161, Grandville Police Department Total,Property, Larceny Theft of Motor Vehicle Parts/Accessories,13,27,27,1,0,0.037037037037037035,27,5,4.4
12162, Grandville Police Department Total,Property, Larceny Other,36,50,50,2,0,0.04,50,50,0
12163, Grandville Police Department Total,Property, Motor Vehicle Theft,25,37,32,1,0,0.03125,38,31,0.22580645161290322
12164, Grandville Police Department Total,Property, Motor Vehicle as Stolen Property,1,1,1,1,0,1.0,1,3,-0.6666666666666666
12165, Grandville Police Department Total,Property, Motor Vehicle Fraud,1,1,1,0,0,0.0,1,0,-0.6666666666666666
12166, Grandville Police Department Total,Property, Forgery/Counterfeiting,1,8,8,0,0,0.0,8,12,-0.3333333333333333
12167, Grandville Police Department Total,Property, Fraud False Pretense/Swindle/Confidence Game,28,30,30,0,0,0.0,30,30,0
12168, Grandville Police Department Total,Property, Fraud Credit Card/ATM,29,31,31,2,0,0.06451612903225806,31,26,0.19230769230769232
12169, Grandville Police Department Total,Property, Fraud Impersonation,7,7,7,1,0,0.14285714285714285,7,26,-0.7307692307692307
12170, Grandville Police Department Total,Property, Fraud Wire,2,3,3,0,0,0.0,3,3,0
12171, Grandville Police Department Total,Property, Fraud Bad Checks,0,4,3,1,0,0.3333333333333333,4,0,0
12172, Grandville Police Department Total,Property, Embezzlement,0,5,4,3,0,0.75,5,14,-0.6428571428571429
12173, Grandville Police Department Total,Property, Stolen Property,0,1,1,0,0,0.0,1,4,-0.75
12174, Grandville Police Department Total,Property, Damage To Property,37,78,61,3,0,0.04918032786885246,78,85,-0.08235294117647059
12175, Grandville Police Department Total,Property, Retail Fraud Misrepresentation,0,8,8,2,0,0.25,8,5,0.6
12176, Grandville Police Department Total,Property, Retail Fraud Theft,2,225,221,85,0,0.38461538461538464,225,163,0.3803680981595092
12177, Grandville Police Department Total,Property, Retail Fraud Refund/Exchange,0,5,4,1,0,0.25,5,1,4
12178, Grandville Police Department Total,Property, Retail Fraud Organized Crime,0,0,0,0,0,0.0,0,3,-1
12179, Grandville Police Department Total,Property,,318,680,648,112,0,0.1728395061728395,681,618,0.10194174757281553
12180, Grandville Police Department Total,Society, Violation of Controlled Substance,0,25,22,3,0,0.13636363636363635,25,9,1.7777777777777777
12181, Grandville Police Department Total,Society, Narcotic Equipment Violations,0,2,2,1,0,0.5,2,3,-0.3333333333333333
12182, Grandville Police Department Total,Society, Peeping Tom,2,1,1,0,0,0.0,1,0,-0.3333333333333333
12183, Grandville Police Department Total,Society, Obscenity,0,4,4,1,0,0.25,4,4,0
12184, Grandville Police Department Total,Society, Family Abuse/Neglect Nonviolent,16,13,12,0,0,0.0,13,8,0.625
12185, Grandville Police Department Total,Society, Family Other,0,0,0,0,0,0.0,0,2,-1
12186, Grandville Police Department Total,Society, Liquor Violations Other,0,3,1,0,0,0.0,3,1,2
12187, Grandville Police Department Total,Society, Weapons Offense Concealed,0,6,5,2,0,0.4,6,4,0.5
12188, Grandville Police Department Total,Society, Weapons Offense Other,0,2,1,0,0,0.0,2,8,-0.75
12189, Grandville Police Department Total,Society, Disorderly Conduct,0,10,10,1,0,0.1,10,19,-0.47368421052631576
12190, Grandville Police Department Total,Society, Public Peace Other,0,22,22,0,0,0.0,22,16,0.375
12191, Grandville Police Department Total,Society, OUIL or OUID,0,13,12,12,0,1.0,13,18,-0.2777777777777778
12192, Grandville Police Department Total,Society, Trespass,7,24,18,0,0,0.0,24,26,-0.07692307692307693
12193, Grandville Police Department Total,Society,,25,125,110,20,0,0.18181818181818182,125,118,0.059322033898305086
12194, Grandville Police Department Total,All Other, Negligent Homicide Vehicle/Boat,0,0,0,0,0,0.0,0,1,-1
12195, Grandville Police Department Total,All Other, Sex Offense Other,0,3,2,0,0,0.0,3,7,-0.5714285714285714
12196, Grandville Police Department Total,All Other, Obstructing Police,0,26,15,8,0,0.5333333333333333,26,28,-0.07142857142857142
12197, Grandville Police Department Total,All Other, Obstructing Justice,0,23,20,12,0,0.6,23,37,-0.3783783783783784
12198, Grandville Police Department Total,All Other, Hit And Run Motor Vehicle Accident,11,11,8,3,0,0.375,11,20,-0.45
12199, Grandville Police Department Total,All Other, Health And Safety,8,9,9,0,0,0.0,9,10,-0.1
12200, Grandville Police Department Total,All Other, Invasion of Privacy Other,0,0,0,0,0,0.0,0,1,-1
12201, Grandville Police Department Total,All Other, Conservation,0,4,4,0,0,0.0,4,1,3
12202, Grandville Police Department Total,All Other, Juvenile Runaway,11,11,11,1,0,0.09090909090909091,11,8,0.375
12203, Grandville Police Department Total,All Other, Miscellaneous Criminal Offense,0,3,3,3,0,1.0,3,9,-0.6666666666666666
12204, Grandville Police Department Total,All Other,,30,90,72,27,0,0.375,90,122,-0.26229508196721313
12205, Gerald R Ford Int'l Airport Total,All Other,,31,108,106,11,0,0.10377358490566038,108,88,0.22727272727272727
12206, Gerald R Ford Int'l Airport Total,Person, Nonaggravated Assault,6,6,6,0,0,0.0,6,3,1
12207, Gerald R Ford Int'l Airport Total,Person, Aggravated/Felonious Assault,1,1,1,1,0,1.0,1,0,1
12208, Gerald R Ford Int'l Airport Total,Person,,7,7,7,1,0,0.14285714285714285,7,3,1.3333333333333333
12209, Gerald R Ford Int'l Airport Total,Property, Larceny Theft from Building,4,6,6,0,0,0.0,6,3,1
12210, Gerald R Ford Int'l Airport Total,Property, Larceny Theft from Coin Operated Machine/Device,0,1,1,0,0,0.0,1,0,1
12211, Gerald R Ford Int'l Airport Total,Property, Larceny Theft from Motor Vehicle,2,2,2,0,0,0.0,2,0,1
12212, Gerald R Ford Int'l Airport Total,Property, Larceny Other,2,2,2,0,0,0.0,2,2,0
12213, Gerald R Ford Int'l Airport Total,Property, Motor Vehicle Theft,1,20,20,0,0,0.0,20,28,-0.2857142857142857
12214, Gerald R Ford Int'l Airport Total,Property, Motor Vehicle as Stolen Property,0,0,0,0,0,0.0,0,1,-1
12215, Gerald R Ford Int'l Airport Total,Property, Motor Vehicle Fraud,0,0,0,0,0,0.0,0,1,-1
12216, Gerald R Ford Int'l Airport Total,Property, Forgery/Counterfeiting,0,0,0,0,0,0.0,0,1,-1
12217, Gerald R Ford Int'l Airport Total,Property, Fraud Credit Card/ATM,0,0,0,0,0,0.0,0,1,-1
12218, Gerald R Ford Int'l Airport Total,Property, Fraud Hacking/Computer Invasion,0,0,0,0,0,0.0,0,1,-1
12219, Gerald R Ford Int'l Airport Total,Property, Embezzlement,0,1,1,0,0,0.0,1,0,-1
12220, Gerald R Ford Int'l Airport Total,Property, Stolen Property,2,2,2,1,0,0.5,2,0,-1
12221, Gerald R Ford Int'l Airport Total,Property, Damage To Property,5,7,7,0,0,0.0,7,3,1.3333333333333333
12222, Gerald R Ford Int'l Airport Total,Property,,16,41,41,1,0,0.024390243902439025,41,41,0
12223, Gerald R Ford Int'l Airport Total,Society, Violation of Controlled Substance,0,1,1,0,0,0.0,1,0,0
12224, Gerald R Ford Int'l Airport Total,Society, Weapons Offense Concealed,0,23,23,1,0,0.043478260869565216,23,6,2.8333333333333335
12225, Gerald R Ford Int'l Airport Total,Society, Weapons Offense Other,0,18,18,0,0,0.0,18,14,0.2857142857142857
12226, Gerald R Ford Int'l Airport Total,Society, Disorderly Conduct,0,2,2,1,0,0.5,2,4,-0.5
12227, Gerald R Ford Int'l Airport Total,Society, Public Peace Other,0,1,1,1,0,1.0,1,0,-0.5
12228, Gerald R Ford Int'l Airport Total,Society, OUIL or OUID,0,1,0,0,0,0.0,1,1,0
12229, Gerald R Ford Int'l Airport Total,Society, Trespass,5,6,6,3,0,0.5,6,3,1
12230, Gerald R Ford Int'l Airport Total,Society, Vagrancy,0,1,1,0,0,0.0,1,0,1
12231, Gerald R Ford Int'l Airport Total,Society,,5,53,52,6,0,0.11538461538461539,53,28,0.8928571428571429
12232, Gerald R Ford Int'l Airport Total,All Other, Obstructing Police,0,1,0,0,0,0.0,1,0,0.8928571428571429
12233, Gerald R Ford Int'l Airport Total,All Other, Obstructing Justice,0,3,3,3,0,1.0,3,8,-0.625
12234, Gerald R Ford Int'l Airport Total,All Other, Hit And Run Motor Vehicle Accident,2,2,2,0,0,0.0,2,5,-0.6
12235, Gerald R Ford Int'l Airport Total,All Other, Health And Safety,0,0,0,0,0,0.0,0,2,-1
12236, Gerald R Ford Int'l Airport Total,All Other, Juvenile Runaway,1,1,1,0,0,0.0,1,0,-1
12237, Gerald R Ford Int'l Airport Total,All Other, Miscellaneous Criminal Offense,0,0,0,0,0,0.0,0,1,-1
12238, Gerald R Ford Int'l Airport Total,All Other,,3,7,6,3,0,0.5,7,16,-0.5625
12239, Lowell Police Department Total,All Other,,192,394,370,61,38,0.26756756756756755,401,299,0.3411371237458194
12240, Lowell Police Department Total,Person, Kidnapping/Abduction,0,1,0,0,0,0.0,0,0,0.3411371237458194
12241, Lowell Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 1st,1,1,1,0,0,0.0,1,0,0.3411371237458194
12242, Lowell Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 3rd,2,2,2,0,0,0.0,2,1,1
12243, Lowell Police Department Total,Person, Sexual Penetration Oral/Anal CSC 1st,0,0,0,0,0,0.0,0,1,-1
12244, Lowell Police Department Total,Person, Sexual Penetration Oral/Anal CSC 3rd,1,1,1,0,1,1.0,1,2,-0.5
12245, Lowell Police Department Total,Person, Sexual Contact Forcible CSC 2nd,1,1,1,0,0,0.0,1,0,-0.5
12246, Lowell Police Department Total,Person, Sexual Contact Forcible CSC 4th,3,1,1,0,0,0.0,3,2,0.5
12247, Lowell Police Department Total,Person, Nonaggravated Assault,29,29,27,6,13,0.7037037037037037,29,21,0.38095238095238093
12248, Lowell Police Department Total,Person, Aggravated/Felonious Assault,8,6,6,1,1,0.3333333333333333,8,3,1.6666666666666667
12249, Lowell Police Department Total,Person, Intimidation/Stalking,21,21,21,0,1,0.047619047619047616,21,14,0.5
12250, Lowell Police Department Total,Person,,66,63,60,7,16,0.38333333333333336,66,44,0.5
12251, Lowell Police Department Total,Property, Robbery,2,2,2,0,0,0.0,2,2,0
12252, Lowell Police Department Total,Property, Arson,0,2,1,0,0,0.0,2,0,0
12253, Lowell Police Department Total,Property, Burglary Forced Entry,5,6,6,0,1,0.16666666666666666,6,6,0
12254, Lowell Police Department Total,Property, Burglary Entry Without Force (Intent),1,5,5,0,3,0.6,9,1,8
12255, Lowell Police Department Total,Property, Burglary Entry w/out Authorization w/or w/out Force,1,2,1,0,0,0.0,2,1,1
12256, Lowell Police Department Total,Property, Larceny Theft from Building,7,6,5,0,1,0.2,6,1,5
12257, Lowell Police Department Total,Property, Larceny Theft from Motor Vehicle,7,6,6,0,0,0.0,6,5,0.2
12258, Lowell Police Department Total,Property, Larceny Theft of Motor Vehicle Parts/Accessories,4,5,5,0,0,0.0,5,0,0.2
12259, Lowell Police Department Total,Property, Larceny Other,12,15,15,0,4,0.26666666666666666,15,18,-0.16666666666666666
12260, Lowell Police Department Total,Property, Motor Vehicle Theft,5,5,5,0,1,0.2,5,4,0.25
12261, Lowell Police Department Total,Property, Motor Vehicle as Stolen Property,1,1,1,1,0,1.0,1,0,0.25
12262, Lowell Police Department Total,Property, Forgery/Counterfeiting,0,1,1,0,0,0.0,1,2,-0.5
12263, Lowell Police Department Total,Property, Fraud False Pretense/Swindle/Confidence Game,6,8,8,0,0,0.0,8,4,1
12264, Lowell Police Department Total,Property, Fraud Credit Card/ATM,3,3,3,0,1,0.3333333333333333,3,3,0
12265, Lowell Police Department Total,Property, Fraud Impersonation,2,3,3,0,0,0.0,3,4,-0.25
12266, Lowell Police Department Total,Property, Fraud Welfare,0,0,0,0,0,0.0,0,1,-1
12267, Lowell Police Department Total,Property, Fraud Wire,0,1,1,0,0,0.0,1,1,0
12268, Lowell Police Department Total,Property, Fraud Bad Checks,0,7,7,0,3,0.42857142857142855,7,2,2.5
12269, Lowell Police Department Total,Property, Fraud Identity Theft,1,1,1,0,0,0.0,1,4,-0.75
12270, Lowell Police Department Total,Property, Fraud Hacking/Computer Invasion,1,1,1,0,0,0.0,1,0,-0.75
12271, Lowell Police Department Total,Property, Embezzlement,1,1,1,0,0,0.0,1,2,-0.5
12272, Lowell Police Department Total,Property, Stolen Property,1,1,1,0,0,0.0,1,1,0
12273, Lowell Police Department Total,Property, Damage To Property,16,26,22,0,6,0.2727272727272727,26,10,1.6
12274, Lowell Police Department Total,Property, Retail Fraud Misrepresentation,0,1,1,0,0,0.0,1,0,1.6
12275, Lowell Police Department Total,Property, Retail Fraud Theft,0,13,13,3,0,0.23076923076923078,13,19,-0.3157894736842105
12276, Lowell Police Department Total,Property, Retail Fraud Refund/Exchange,0,1,1,0,0,0.0,1,1,0
12277, Lowell Police Department Total,Property,,76,123,116,4,20,0.20689655172413793,127,92,0.3804347826086957
12278, Lowell Police Department Total,Society, Violation of Controlled Substance,0,8,7,2,0,0.2857142857142857,8,11,-0.2727272727272727
12279, Lowell Police Department Total,Society, Narcotic Equipment Violations,0,6,3,1,0,0.3333333333333333,6,10,-0.4
12280, Lowell Police Department Total,Society, Obscenity,0,0,0,0,0,0.0,0,2,-1
12281, Lowell Police Department Total,Society, Family Abuse/Neglect Nonviolent,2,2,2,0,0,0.0,2,3,-0.3333333333333333
12282, Lowell Police Department Total,Society, Family Other,1,1,1,0,0,0.0,1,0,-0.3333333333333333
12283, Lowell Police Department Total,Society, Liquor License Establishment,0,0,0,0,0,0.0,0,1,-1
12284, Lowell Police Department Total,Society, Liquor Violations Other,0,1,1,1,0,1.0,1,4,-0.75
12285, Lowell Police Department Total,Society, Weapons Offense Concealed,0,4,3,1,0,0.3333333333333333,4,1,3
12286, Lowell Police Department Total,Society, Weapons Offense Other,0,1,1,0,0,0.0,1,0,3
12287, Lowell Police Department Total,Society, Disorderly Conduct,10,45,44,4,1,0.11363636363636363,45,37,0.21621621621621623
12288, Lowell Police Department Total,Society, Public Peace Other,3,8,8,0,0,0.0,8,5,0.6
12289, Lowell Police Department Total,Society, OUIL or OUID,0,7,7,7,0,1.0,7,16,-0.5625
12290, Lowell Police Department Total,Society, Trespass,3,11,11,0,0,0.0,11,9,0.2222222222222222
12291, Lowell Police Department Total,Society, Vagrancy,0,4,4,0,0,0.0,4,0,0.2222222222222222
12292, Lowell Police Department Total,Society, Animal Cruelty,0,1,1,0,0,0.0,1,0,0.2222222222222222
12293, Lowell Police Department Total,Society,,19,99,93,16,1,0.1827956989247312,99,99,0
12294, Lowell Police Department Total,All Other, Obstructing Police,0,3,2,0,0,0.0,3,5,-0.4
12295, Lowell Police Department Total,All Other, Escape/Flight,0,1,1,1,0,1.0,1,0,-0.4
12296, Lowell Police Department Total,All Other, Obstructing Justice,2,40,33,29,0,0.8787878787878788,40,20,1
12297, Lowell Police Department Total,All Other, Hit And Run Motor Vehicle Accident,16,16,16,3,0,0.1875,16,11,0.45454545454545453
12298, Lowell Police Department Total,All Other, Health And Safety,5,23,23,0,1,0.043478260869565216,23,17,0.35294117647058826
12299, Lowell Police Department Total,All Other, Conservation,1,6,6,1,0,0.16666666666666666,6,6,0
12300, Lowell Police Department Total,All Other, Juvenile Runaway,7,19,19,0,0,0.0,19,4,3.75
12301, Lowell Police Department Total,All Other, Miscellaneous Criminal Offense,0,1,1,0,0,0.0,1,1,0
12302, Lowell Police Department Total,All Other,,31,109,101,34,1,0.3465346534653465,109,64,0.703125
12303, Rockford Department of Public Safety Total,All Other,,224,636,606,29,36,0.10726072607260725,652,613,0.0636215334420881
12304, Rockford Department of Public Safety Total,Person, Sexual Penetration Penis/Vagina CSC 1st,1,1,1,0,0,0.0,1,4,-0.75
12305, Rockford Department of Public Safety Total,Person, Sexual Penetration Penis/Vagina CSC 3rd,1,1,1,0,0,0.0,1,1,0
12306, Rockford Department of Public Safety Total,Person, Sexual Penetration Oral/Anal CSC 1st,2,1,1,0,1,1.0,2,1,1
12307, Rockford Department of Public Safety Total,Person, Sexual Penetration Object CSC 3rd,1,1,1,0,1,1.0,1,2,-0.5
12308, Rockford Department of Public Safety Total,Person, Sexual Contact Forcible CSC 2nd,2,2,2,0,2,1.0,2,2,0
12309, Rockford Department of Public Safety Total,Person, Sexual Contact Forcible CSC 4th,3,3,3,0,1,0.3333333333333333,3,2,0.5
12310, Rockford Department of Public Safety Total,Person, Nonaggravated Assault,57,45,45,0,17,0.37777777777777777,57,39,0.46153846153846156
12311, Rockford Department of Public Safety Total,Person, Aggravated/Felonious Assault,4,3,3,1,0,0.3333333333333333,4,3,0.3333333333333333
12312, Rockford Department of Public Safety Total,Person, Intimidation/Stalking,33,31,31,0,0,0.0,33,52,-0.36538461538461536
12313, Rockford Department of Public Safety Total,Person, Sexual Penetration Nonforcible Other,1,1,1,0,1,1.0,1,0,-0.36538461538461536
12314, Rockford Department of Public Safety Total,Person,,105,89,89,1,23,0.2696629213483146,105,106,-0.009433962264150943
12315, Rockford Department of Public Safety Total,Property, Robbery,1,1,1,0,0,0.0,1,0,-0.009433962264150943
12316, Rockford Department of Public Safety Total,Property, Arson,2,2,2,0,0,0.0,2,0,-0.009433962264150943
12317, Rockford Department of Public Safety Total,Property, Burglary Forced Entry,1,2,1,0,0,0.0,2,4,-0.5
12318, Rockford Department of Public Safety Total,Property, Burglary Entry Without Force (Intent),0,0,0,0,0,0.0,0,3,-1
12319, Rockford Department of Public Safety Total,Property, Burglary Entry w/out Authorization w/or w/out Force,4,4,3,0,0,0.0,4,2,1
12320, Rockford Department of Public Safety Total,Property, Larceny Pursesnatching,0,0,0,0,0,0.0,0,1,-1
12321, Rockford Department of Public Safety Total,Property, Larceny Theft from Building,5,7,6,0,1,0.16666666666666666,7,8,-0.125
12322, Rockford Department of Public Safety Total,Property, Larceny Theft from Motor Vehicle,14,14,14,0,1,0.07142857142857142,14,9,0.5555555555555556
12323, Rockford Department of Public Safety Total,Property, Larceny Other,10,11,11,0,1,0.09090909090909091,11,25,-0.56
12324, Rockford Department of Public Safety Total,Property, Motor Vehicle Theft,2,4,2,0,0,0.0,4,1,3
12325, Rockford Department of Public Safety Total,Property, Motor Vehicle as Stolen Property,1,1,1,1,0,1.0,1,0,3
12326, Rockford Department of Public Safety Total,Property, Forgery/Counterfeiting,0,1,1,0,0,0.0,1,1,0
12327, Rockford Department of Public Safety Total,Property, Fraud False Pretense/Swindle/Confidence Game,4,4,4,0,0,0.0,4,9,-0.5555555555555556
12328, Rockford Department of Public Safety Total,Property, Fraud Credit Card/ATM,3,5,4,0,0,0.0,5,3,0.6666666666666666
12329, Rockford Department of Public Safety Total,Property, Fraud Impersonation,3,4,4,0,0,0.0,4,4,0
12330, Rockford Department of Public Safety Total,Property, Fraud Bad Checks,2,3,3,0,0,0.0,3,1,2
12331, Rockford Department of Public Safety Total,Property, Fraud Identity Theft,2,2,2,0,1,0.5,2,3,-0.3333333333333333
12332, Rockford Department of Public Safety Total,Property, Fraud Hacking/Computer Invasion,0,0,0,0,0,0.0,0,2,-1
12333, Rockford Department of Public Safety Total,Property, Embezzlement,1,1,1,0,0,0.0,1,3,-0.6666666666666666
12334, Rockford Department of Public Safety Total,Property, Stolen Property,0,0,0,0,0,0.0,0,1,-1
12335, Rockford Department of Public Safety Total,Property, Damage To Property,8,25,24,0,3,0.125,25,25,0
12336, Rockford Department of Public Safety Total,Property, Retail Fraud Misrepresentation,1,2,2,0,0,0.0,2,0,0
12337, Rockford Department of Public Safety Total,Property, Retail Fraud Theft,0,5,5,0,0,0.0,5,19,-0.7368421052631579
12338, Rockford Department of Public Safety Total,Property, Retail Fraud Organized Crime,0,0,0,0,0,0.0,0,4,-1
12339, Rockford Department of Public Safety Total,Property,,64,98,91,1,7,0.08791208791208792,98,128,-0.234375
12340, Rockford Department of Public Safety Total,Society, Violation of Controlled Substance,0,13,12,0,2,0.16666666666666666,13,15,-0.13333333333333333
12341, Rockford Department of Public Safety Total,Society, Narcotic Equipment Violations,0,1,1,0,0,0.0,1,1,0
12342, Rockford Department of Public Safety Total,Society, Obscenity,0,2,2,0,0,0.0,2,1,1
12343, Rockford Department of Public Safety Total,Society, Family Abuse/Neglect Nonviolent,9,7,7,0,2,0.2857142857142857,7,5,0.4
12344, Rockford Department of Public Safety Total,Society, Family Other,0,0,0,0,0,0.0,0,2,-1
12345, Rockford Department of Public Safety Total,Society, Liquor License Establishment,0,0,0,0,0,0.0,0,1,-1
12346, Rockford Department of Public Safety Total,Society, Liquor Violations Other,0,7,5,1,0,0.2,7,5,0.4
12347, Rockford Department of Public Safety Total,Society, Weapons Offense Concealed,0,1,1,0,0,0.0,1,0,0.4
12348, Rockford Department of Public Safety Total,Society, Weapons Offense Other,0,2,2,0,0,0.0,2,2,0
12349, Rockford Department of Public Safety Total,Society, Disorderly Conduct,0,30,27,1,1,0.07407407407407407,30,34,-0.11764705882352941
12350, Rockford Department of Public Safety Total,Society, Public Peace Other,0,2,2,0,0,0.0,2,1,1
12351, Rockford Department of Public Safety Total,Society, OUIL or OUID,0,14,12,5,0,0.4166666666666667,14,6,1.3333333333333333
12352, Rockford Department of Public Safety Total,Society, Trespass,18,19,16,1,1,0.125,19,15,0.26666666666666666
12353, Rockford Department of Public Safety Total,Society, Vagrancy,0,0,0,0,0,0.0,0,2,-1
12354, Rockford Department of Public Safety Total,Society, Animal Cruelty,0,3,3,0,0,0.0,3,2,0.5
12355, Rockford Department of Public Safety Total,Society,,27,101,90,8,6,0.15555555555555556,101,92,0.09782608695652174
12356, Rockford Department of Public Safety Total,All Other, Sex Offense Other,0,2,2,1,0,0.5,2,2,0
12357, Rockford Department of Public Safety Total,All Other, Obstructing Police,0,4,4,0,0,0.0,4,3,0.3333333333333333
12358, Rockford Department of Public Safety Total,All Other, Obstructing Justice,0,99,91,16,0,0.17582417582417584,99,56,0.7678571428571429
12359, Rockford Department of Public Safety Total,All Other, Hit And Run Motor Vehicle Accident,20,18,16,2,0,0.125,18,7,1.5714285714285714
12360, Rockford Department of Public Safety Total,All Other, Health And Safety,3,3,2,0,0,0.0,3,26,-0.8846153846153846
12361, Rockford Department of Public Safety Total,All Other, Civil Rights,1,1,1,0,0,0.0,1,0,-0.8846153846153846
12362, Rockford Department of Public Safety Total,All Other, Election Laws,0,1,1,0,0,0.0,1,0,-0.8846153846153846
12363, Rockford Department of Public Safety Total,All Other, Juvenile Runaway,4,4,4,0,0,0.0,4,8,-0.5
12364, Rockford Department of Public Safety Total,All Other, Miscellaneous Criminal Offense,0,216,215,0,0,0.0,216,185,0.16756756756756758
12365, Rockford Department of Public Safety Total,All Other,,28,348,336,19,0,0.05654761904761905,348,287,0.21254355400696864
12366, Sparta Police Department Total,All Other,,77,141,135,20,0,0.14814814814814814,144,217,-0.33640552995391704
12367, Sparta Police Department Total,Person, Sexual Penetration Oral/Anal CSC 1st,2,1,1,0,0,0.0,2,1,1
12368, Sparta Police Department Total,Person, Sexual Contact Forcible CSC 2nd,0,0,0,0,0,0.0,0,1,-1
12369, Sparta Police Department Total,Person, Nonaggravated Assault,22,20,20,3,0,0.15,22,25,-0.12
12370, Sparta Police Department Total,Person, Aggravated/Felonious Assault,1,1,1,1,0,1.0,1,2,-0.5
12371, Sparta Police Department Total,Person, Intimidation/Stalking,2,2,2,0,0,0.0,2,2,0
12372, Sparta Police Department Total,Person,,27,24,24,4,0,0.16666666666666666,27,31,-0.12903225806451613
12373, Sparta Police Department Total,Property, Robbery,0,1,1,0,0,0.0,1,1,0
12374, Sparta Police Department Total,Property, Burglary Forced Entry,0,1,1,0,0,0.0,1,5,-0.8
12375, Sparta Police Department Total,Property, Burglary Entry Without Force (Intent),0,1,1,0,0,0.0,1,0,-0.8
12376, Sparta Police Department Total,Property, Burglary Entry w/out Authorization w/or w/out Force,0,3,2,0,0,0.0,3,3,0
12377, Sparta Police Department Total,Property, Larceny Theft from Building,4,5,4,0,0,0.0,5,5,0
12378, Sparta Police Department Total,Property, Larceny Theft from Motor Vehicle,3,4,4,0,0,0.0,4,8,-0.5
12379, Sparta Police Department Total,Property, Larceny Theft of Motor Vehicle Parts/Accessories,2,3,3,0,0,0.0,3,1,2
12380, Sparta Police Department Total,Property, Larceny Other,5,5,5,0,0,0.0,5,17,-0.7058823529411765
12381, Sparta Police Department Total,Property, Motor Vehicle Theft,5,5,5,0,0,0.0,5,9,-0.4444444444444444
12382, Sparta Police Department Total,Property, Motor Vehicle as Stolen Property,0,0,0,0,0,0.0,0,1,-1
12383, Sparta Police Department Total,Property, Forgery/Counterfeiting,0,0,0,0,0,0.0,0,1,-1
12384, Sparta Police Department Total,Property, Fraud False Pretense/Swindle/Confidence Game,1,1,1,0,0,0.0,1,5,-0.8
12385, Sparta Police Department Total,Property, Fraud Credit Card/ATM,3,2,2,0,0,0.0,2,1,1
12386, Sparta Police Department Total,Property, Fraud Identity Theft,2,2,2,0,0,0.0,2,2,0
12387, Sparta Police Department Total,Property, Fraud Hacking/Computer Invasion,1,1,1,0,0,0.0,1,0,0
12388, Sparta Police Department Total,Property, Embezzlement,0,1,1,0,0,0.0,1,2,-0.5
12389, Sparta Police Department Total,Property, Stolen Property,0,0,0,0,0,0.0,0,2,-1
12390, Sparta Police Department Total,Property, Damage To Property,7,13,11,0,0,0.0,13,28,-0.5357142857142857
12391, Sparta Police Department Total,Property, Retail Fraud Theft,0,10,10,0,0,0.0,10,19,-0.47368421052631576
12392, Sparta Police Department Total,Property,,33,58,54,0,0,0.0,58,110,-0.4727272727272727
12393, Sparta Police Department Total,Society, Violation of Controlled Substance,0,1,1,0,0,0.0,1,3,-0.6666666666666666
12394, Sparta Police Department Total,Society, Obscenity,0,1,1,0,0,0.0,1,1,0
12395, Sparta Police Department Total,Society, Liquor Violations Other,0,0,0,0,0,0.0,0,1,-1
12396, Sparta Police Department Total,Society, Weapons Offense Other,0,1,1,0,0,0.0,1,0,-1
12397, Sparta Police Department Total,Society, Disorderly Conduct,0,9,9,1,0,0.1111111111111111,9,19,-0.5263157894736842
12398, Sparta Police Department Total,Society, Public Peace Other,0,8,8,0,0,0.0,8,8,0
12399, Sparta Police Department Total,Society, OUIL or OUID,0,9,8,7,0,0.875,9,7,0.2857142857142857
